Section,Fonctionnalite,Clenzy_actuel,Hostaway,Guesty,Cible,Evolution_fonctionnelle,Evolution_technique,Multipays_FR_MA_KSA,Composants_Clenzy,Effort,Priorite
7. Guest Experience & Livret,Verification d'identite KYC reelle,"Coquille non branchee : package integration/kyc/ avec KycConnection org-scopee (api_key_encrypted), KycProviderType SUMSUB/VERIFF/ONFIDO, mais StubKycConnectionTestStrategy = AUCUN appel API reel et 0 reference hors du package. Non relie au check-in. Score 1/3 (declaratif).",Verification d'identite via marketplace/partenaires plutot que natif profond (2/3).,Verification d'identite integree a la Guest App (2/3).,Parite,"Au check-in, le voyageur scanne sa piece et fait un selfie ; verification automatique, statut VERIFIED/REJECTED/PENDING remonte a l'hote ; blocage des codes d'acces serrure tant que l'identite n'est pas verifiee (option).","Implementer SumsubKycStrategy (remplace le stub) : appel REST signe HMAC, creation d'applicant + WebSDK token, webhook de resultat ; relier KycConnectionService a OnlineCheckInService ; persister un KycVerification par voyageur ; secrets chiffres (deja en place).",Sumsub couvre MENA + EU et est accepte par les banques saoudiennes (cf. commentaire code) ; attente forte de verification au MENA ; pre-requis de la registration police (identite fiable avant declaration).,"integration/kyc/strategy/StubKycConnectionTestStrategy.java (a remplacer), integration/kyc/service/KycConnectionService.java, integration/kyc/model/KycProviderType.java, service/OnlineCheckInService.java",M,P1
7. Guest Experience & Livret,Collecte de caution / depot (pre-autorisation),"ABSENT : grep securityDeposit/security_deposit/preAuthorization/hold = 0 resultat sur server/src/main/java + migrations. Aucune entite, aucun champ, aucune pre-autorisation Stripe. Seul acteur du panel sans collecte de caution. Score 0/3.",Collecte de caution dans le guest portal (2/3).,Collecte de caution/depot integree (3/3).,Parite,"L'hote definit un montant de caution par propriete/sejour ; au check-in, un hold est pose sur la carte du voyageur ; apres depart, liberation 1-clic ou capture partielle/totale en cas de dommage ; alternative waiver non-remboursable au choix du voyageur.","Nouvelle entite SecurityDeposit (reservation_id, amount, currency, status HELD/CAPTURED/RELEASED, payment_intent_id) + migration Liquibase NNNN ; via StripeGateway.createPaymentIntent(capture_method=manual) pour le hold, updatePaymentIntent/capture pour la saisie, retrievePaymentIntent + cancel pour la liberation ; transitions de statut en UPDATE conditionnel (CAS, regle anti-double-credit) ; montant recalcule serveur (regle : ne jamais faire confiance au montant client).",Stripe couvre FR/MA/KSA (verifier l'eligibilite Connect par pays) ; caution rassurante pour la clientele MENA haut de gamme ; devises MAD/SAR/EUR gerees via StripeAmounts.toMinorUnits.,"payment/StripeGateway.java, payment/StripeAmounts.java, nouvelle entite SecurityDeposit + repository + service, service/OnlineCheckInService.java, payment/PaymentStatusTransitionService.java",M,P1
7. Guest Experience & Livret,Upsells / boutique payante (Stripe),"Fort et differenciant : UpsellService/UpsellOrder, checkout Stripe embarque dans PublicGuide.tsx (startUpsellCheckout/confirmUpsellPayment via PublicGuideController), selection par livret (upsellOfferIds JSONB), split de commission plateforme/conciergerie/hote (0212). Monetisation 2 niveaux inedite. Score 3/3.",Upsells / add-ons payants matures (3/3).,Upsells via marketplace Guesty (3/3).,Differenciation,"Catalogue d'upsells en arabe/RTL, prix en devise locale, et integration de moyens de paiement locaux (mada en KSA, CMI au Maroc) en complement de la carte ; mettre en avant le split de commission comme argument conciergerie.",Etendre l'affichage upsell au RTL/AR ; ajouter les payment method types Stripe locaux (mada) selon le pays ; conserver le split ActivityCommissionService/MonetizationConfigService ; pas de refonte du modele.,mada (KSA) et schemes locaux a activer dans Stripe ; libelles et prix localises ; le split de commission reste l'atout face aux specialistes add-on.,"service/UpsellService.java, controller PublicGuideController, service/MonetizationConfigService.java, service/ActivityCommissionService.java, client/modules/welcome-guide/PublicGuide.tsx",S,P2
7. Guest Experience & Livret,Activites affiliees live + commission,"Cable mais inerte : ActivityProvider VIATOR/GETYOURGUIDE/KLOOK, ViatorActivityClient = SCAFFOLD (liste vide sans cle API, pas de sandbox public), decorateurs affilies GYG/Klook, ActivityCommissionService et ActivityAffiliateConfig (api_key chiffree). Seules les activites curees manuelles fonctionnent. Score 1/3.",Activites/experiences plus legeres (1/3).,Marketplace d'experiences integree (2/3).,Parite,"Recherche live d'activites geolocalisees dans le livret, reservation via lien affilie, revenu de commission trace ; transformer une brique dormante en revenu.","Obtenir la cle partenaire Viator, valider le mapping requete/reponse contre l'API live (pas de sandbox), activer ViatorActivityClient ; brancher ActivityCommissionService pour le reporting ; pas d'exception propagee (echec = liste vide, comportement deja prevu).",Couverture Viator a verifier par marche (offre plus dense en France/EU qu'au Maroc/KSA) ; completer par des activites curees manuelles au MENA ou l'offre live est plus rare.,"integration/activities/ViatorActivityClient.java, model/ActivityAffiliateConfig.java, service/ActivityCommissionService.java, controller/ActivityAffiliateController.java",S,P2
7. Guest Experience & Livret,Taxe de sejour (calcul + collecte),"Present cote booking : FiscalEngine + FranceTaxCalculator/MoroccoTaxCalculator/SaudiTaxCalculator, TouristTaxService/TouristTaxConfig, calcul + collecte au moteur de reservation (PublicBookingService, reservation.setTouristTaxAmount). Pas au livret/check-in. Score 2/3.",Taxe de sejour calculee/collectee (2/3).,Taxe de sejour automatisee par juridiction (3/3).,Parite,"Afficher le detail de la taxe de sejour dans le livret/check-in (deja calculee au booking), gerer la collecte residuelle pour les sejours OTA non encaisses par Clenzy, et la ventilation par commune/municipalite.",Reutiliser FiscalEngine et TaxCalculatorRegistry ; exposer le detail via le livret ; pas de nouveau calculateur (FR/MA/KSA deja en place) ; synergie avec la registration (la taxe alimente le reporting d'occupation FR).,Calculateurs FR/MA/KSA deja presents ; en KSA la fiscalite passe par ZATCA (TVA/e-invoicing) plus que par une taxe de sejour municipale ; au Maroc taxe de promotion touristique communale ; en France taxe de sejour par commune.,"fiscal/FiscalEngine.java, fiscal/country/FranceTaxCalculator.java, fiscal/country/MoroccoTaxCalculator.java, fiscal/country/SaudiTaxCalculator.java, service/TouristTaxService.java",S,P3
7. Guest Experience & Livret,Declaration police / registration voyageurs,ABSENT : aucune transmission reglementaire aux autorites. Le check-in capture des donnees declaratives mais rien n'est transmis a une administration. Lacune n?1 vs Chekin (20+ pays). Score 0/3.,"Registration via marketplace/partenaires, couverture limitee (1/3).",Registration partielle selon les marches (1/3).,Differenciation,"Apres le check-in (et la verification KYC), generer et transmettre la declaration voyageurs au format de la juridiction ; statut de soumission par voyageur (PENDING/SUBMITTED/ACCEPTED/REJECTED) visible par l'hote ; pour la France, generer la fiche individuelle de police si l'API n'est pas disponible.","Interface GuestRegistrationProvider (pattern Strategy par pays) + implementations ShomoosRegistrationProvider (KSA, integration NTMP/Shomoos via API ou partenaire agree), DgsnRegistrationProvider (Maroc, plateforme de tele-declaration numerique), FrancePoliceFormProvider (PDF fiche de police a defaut d'API) ; resolution du provider par property.country ; appels externes hors transaction (afterCommit) ; secrets chiffres ; entite GuestRegistration par voyageur.","KSA : Shomoos obligatoire (Decret royal 2014, partage automatise des donnees voyageurs au Ministere de l'Interieur ; STR licencie via NTMP.GOV.SA) ; Maroc : tele-declaration DGSN obligatoire via plateforme numerique (article 36 loi 80-14) ; France : fiche individuelle de police pour les touristes etrangers. Confiance : Confirme (sources gouvernementales/presse 2025), modalites d'API exactes a confirmer avec un integrateur agree.","nouvelle interface GuestRegistrationProvider + impls par pays, service/OnlineCheckInService.java, model Property (country), nouvelle entite GuestRegistration",L,P1
7. Guest Experience & Livret,Contrats / CGV signes par le voyageur,"Hors livret : la signature electronique interne (SES CLENZY_CUSTOM, /sign/{token}, migration 0225) existe pour le mandat de gestion proprietaire-conciergerie, PAS pour des CGV/contrat de location signes par le voyageur au check-in. Cote guest = absent. Score 1/3.",e-signature d'accords voyageur (2/3).,e-sign d'accords integre a la Guest App (2/3).,Parite,"Au check-in, le voyageur lit et signe le reglement interieur / les CGV (et le waiver de dommages s'il choisit cette option) ; preuve horodatee conservee ; blocage de l'acces tant que non signe (option).","Reutiliser le SES interne (provider CLENZY_CUSTOM, certificat iText appose) en l'etendant a un document guest lie a la reservation ; lien de signature borne au token livret ; persister la preuve de signature ; pas de nouveau provider.",Documents traduits FR/EN/AR (cf. auto-traduction) et rendu RTL pour l'arabe ; valeur probante du SES interne a verifier selon le pays (eIDAS FR vs cadres MENA).,"SES interne (provider CLENZY_CUSTOM, /sign/{token}), service/OnlineCheckInService.java, model/WelcomeGuideToken.java",M,P2
7. Guest Experience & Livret,Sollicitation d'avis OTA + livre d'or,"Partiel : livre d'or INTERNE (WelcomeGuideEntry, evenement GUESTBOOK_SUBMIT) deposable dans le livret, mais AUCUNE sollicitation/gestion d'avis OTA (pas de push automatise vers Airbnb/Booking). Score 1/3 (avis OTA), livre d'or interne 2/3.",Review automation mature (push avis OTA) (3/3).,Sollicitation d'avis OTA automatisee (3/3).,Parite,"Apres le sejour, declenchement automatique d'une demande d'avis (selon canal/pays) avec routage des voyageurs satisfaits vers l'avis OTA public ; conserver le livre d'or interne comme recueil prive.",Brancher un declencheur REVIEW_REMINDER (AutomationRule deja existant) vers l'ecriture/sollicitation d'avis OTA via Channex (messagerie OTA deja en place) ; review pop-up dans PublicGuide.tsx ; reutiliser WelcomeGuideEntry pour le livre d'or.,Sollicitation dans la langue du guest (FR/EN/AR) et via le canal dominant (WhatsApp au MENA) ; disponibilite des reviews OTA a verifier par marche.,"model/WelcomeGuideEntry.java, service/WelcomeGuideEntryService.java, AutomationRule (REVIEW_REMINDER), integration/channex (messagerie OTA), client/modules/welcome-guide/PublicGuide.tsx",M,P3
7. Guest Experience & Livret,Marque blanche guest (domaine custom),"Partiel : branding par livret (couleur, theme, logo, hero, signature hote) mais PAS de domaine custom / white-label complet ; la page guide reste sur /guide/:token du domaine Clenzy. Marque blanche niveau branding, pas domaine propre. Score 1/3.",App/portail guest brande (2/3).,"Marque blanche avancee (app/portail brande, domaine) (3/3).",Parite,"La conciergerie sert le livret guest sous son propre domaine/sous-domaine, avec son branding complet ; l'experience voyageur ne mentionne pas Clenzy.","Mapping domaine custom -> organisation (table de domaines, validation DNS/SSL) ; routage de PublicGuide sur le domaine de l'org ; conserver le token borne a la reservation ; reutiliser le branding WelcomeGuide existant.","Sous-domaines/domaines locaux (.ma, .sa) selon le marche ; coherent avec une conciergerie pro MENA souhaitant une identite forte.","client/modules/welcome-guide/PublicGuide.tsx, model/WelcomeGuide.java (branding), config routage/domaine, nginx (proxy domaines custom)",L,P3
8. Finance & Comptabilité,Abstraction e-invoicing par pays (EInvoicingProvider + registry),"Aucune abstraction d'e-invoicing : Invoice porte xml_content/qr_code_data en colonnes inertes, FiscalEngine calcule la TVA mais ne produit aucun format légal structuré (Factur-X/UBL) ni transmission","Aucun e-invoicing légal natif, délégué aux intégrations comptables tierces","Pas d'e-invoicing clearance natif, repose sur QuickBooks/Xero et add-ons régionaux",Differenciation,"Activer la conformité e-invoicing d'un pays via une stratégie dédiée (render/clear/report) sans toucher au moteur de facturation, FR/MA/KSA branchables un par un","Interface EInvoicingProvider {render(invoice):Document, clear(doc):ClearanceResult, report(doc):ReportResult, getCountryCode()} + EInvoicingProviderRegistry indexé par countryCode (pattern TaxCalculatorRegistry/PaymentProviderRegistry) résolu via Country.einvoicing_provider, appels HORS transaction et idempotents (clé = invoiceNumber+orgId), résultat persisté en transaction séparée",Tous (FR/MA/KSA) - socle commun,"einvoicing/EInvoicingProvider.java (à créer), EInvoicingProviderRegistry, model/Country.java, Invoice.java, FiscalEngine, Liquibase (einvoice_submission)",L,P0
8. Finance & Comptabilité,FrancePdpProvider - Factur-X / PDP 2026-2027,"Facturation NF FR conforme (InvoiceNumberingService séquentiel sans trou, contrainte 0226, immuabilité post-ISSUED) mais PDF uniquement, pas de Factur-X (PDF/A-3 + XML CII embarqué) ni de raccordement Plateforme de Dématérialisation Partenaire",Non conforme réforme FR e-invoicing,Non conforme réforme FR e-invoicing nativement,Differenciation,Émettre des factures FR au format Factur-X et les transmettre via une PDP agréée selon le calendrier réception 09/2026 puis émission 09/2027,"FrancePdpProvider implements EInvoicingProvider : render = enrichir le PDF iText7 en PDF/A-3 + XML CII (profil Factur-X EN16931) embarqué via XMP/AFRelationship, transmission via client PDP (Chorus Pro / PDP agréée) en OAuth2, cycle de vie statut (déposée/reçue/encaissée) reçu en webhook, e-reporting B2C/transactions internationales agrégé",FR,"einvoicing/france/FrancePdpProvider.java (à créer), InvoicePdfService, integration/pdp (client à créer), Invoice.xmlContent, FiscalReportingService",XL,P0
8. Finance & Comptabilité,ZatcaProvider - génération UBL 2.1 + signature XAdES,"SaudiComplianceStrategy = stub Phase 1 (TODO Phase 2 explicites : XML Fatoora, QR obligatoire, clearance), SaudiTaxCalculator applique TVA 15% + municipality fee 5% mais aucun document UBL ni signature",Aucune conformité ZATCA native,Aucune conformité ZATCA Phase 2 native,Differenciation,"Produire des factures KSA conformes Fatoora Phase 2 (format légal, signature cryptographique, bilingue ar/en) acceptées par ZATCA","ZatcaProvider.render : mapping Invoice vers UBL 2.1 (Invoice/CreditNote, UUID, ICV, taxes ligne, TVA 15%) puis signature XAdES enveloppée ECDSA secp256k1 avec le Production CSID, canonicalisation C14N, calcul du hash SHA-256 de la facture signée pour la chaîne PIH et le QR",KSA,"einvoicing/ksa/ZatcaProvider.java (à créer), UblInvoiceMapper, XadesSigner, lib UBL/XML signature, Invoice.xmlContent",XL,P0
8. Finance & Comptabilité,ZATCA - chaîne PIH atomique (anti check-then-act),Aucune chaîne de hash ; InvoiceNumberingService garantit déjà une numérotation séquentielle par verrou pessimiste mais sans PIH ni ICV cryptographiques,Absent,Absent,Differenciation,"Garantir une chaîne de factures inviolable par organisation (chaque facture référence le hash de la précédente), prérequis non négociable ZATCA","Table zatca_invoice_chain (org_id, icv, invoice_hash, prev_invoice_hash) avec contrainte unique (org_id, icv) ; attribution ICV+PIH via UPDATE conditionnel / verrou pessimiste comme InvoiceNumberingService (jamais check-then-act), 1ère facture PIH = SHA-256 de NULL/0, séquence atomique dans la transaction d'émission",KSA,"model/ZatcaInvoiceChain.java (à créer), ZatcaChainService, InvoiceNumberingService (modèle de référence), Liquibase changeset chaîne",L,P0
8. Finance & Comptabilité,ZATCA - QR TLV + onboarding CSID (KMS),"qr_code_data colonne libre non normalisée ; aucun stockage de certificat, aucun onboarding CSID",Absent,Absent,Differenciation,Apposer le QR code TLV ZATCA (9 tags) sur chaque facture et onboarder chaque organisation KSA (Compliance CSID puis Production CSID),"Encodeur QR TLV 9 tags (vendeur, TIN, horodatage, TTC, TVA, hash facture, signature ECDSA, clé publique, signature CA) en Base64 ; onboarding via CSR + OTP vers /compliance puis /production-csid, certificats X.509 + clés privées stockés en KMS (jamais en BDD/clair), rotation gérée",KSA,"einvoicing/ksa/ZatcaQrEncoder.java (à créer), ZatcaOnboardingService, integration KMS, model certificat (référence KMS uniquement)",L,P0
8. Finance & Comptabilité,ZATCA - clearance B2B / reporting B2C (appels hors transaction),Aucun appel à l'API Fatoora ; aucune notion de clearance préalable ni de reporting différé,Absent,Absent,Differenciation,"Soumettre les factures standard (B2B) en clearance temps réel avant remise à l'acheteur, et reporter les factures simplifiées (B2C) sous 24h","Client Fatoora (POST /invoices/clearance/single B2B, /invoices/reporting/single B2C) appelé HORS transaction DB avec idempotency (UUID facture), retry/backoff + DLT Kafka sur échec (jamais catch avaleur), statut CLEARED/REPORTED/REJECTED persisté en transaction séparée + notification admin si rejet, effets post-commit via afterCommit",KSA,"integration/zatca/FatooraClient.java (à créer), ZatcaProvider.clear/report, Kafka topic+DLT, EInvoiceSubmission entity",L,P0
8. Finance & Comptabilité,MoroccoDgiProvider - e-facturation DGI,"MoroccoTaxCalculator gère TVA 20% / 10% hébergement et taxe de séjour, mais aucune génération de format légal ni transmission DGI",Aucune conformité DGI native,Aucune conformité DGI native,Differenciation,"Émettre les factures MA au format imposé par la DGI et les transmettre selon le calendrier B2B (CA 10-200 MDH au 01/07/2026, > 500 KDH au 01/01/2027)","MoroccoDgiProvider implements EInvoicingProvider : render UBL 2.1 (ou CII, seuls formats acceptés DGI), transmission via la plateforme DGI / opérateur agréé, gestion TVA 10% hébergement vs 20% par ligne, conditionner la déductibilité TVA 2027 à la conformité, suivi statut de soumission",MA,"einvoicing/morocco/MoroccoDgiProvider.java (à créer), MoroccoTaxCalculator, integration/dgi (client à créer), Invoice.xmlContent",XL,P1
8. Finance & Comptabilité,Caution / dépôt de garantie (SecurityDeposit + auth-hold Stripe),"Totalement absent : aucun modèle de caution, aucune pré-autorisation, alors que Wallet ESCROW et EscrowHold existent pour les fonds de réservation","Caution gérée (collecte, libération, capture en cas de dommage)",Caution gérée (pré-autorisation + capture),Parite,"Bloquer une caution à la réservation, la libérer automatiquement après le départ ou en capturer tout ou partie en cas de dommage","Modèle SecurityDeposit (reservation_id, amount, currency, status AUTHORIZED/CAPTURED/RELEASED/EXPIRED, provider_ref) + PaymentIntent Stripe capture_method=manual (auth-hold ~7j) via StripeGateway, capture partielle hors transaction + idempotency, scheduler de libération réutilisant le pattern EscrowReleaseScheduler, transition de statut par UPDATE conditionnel",Tous (FR/MA/KSA),"model/SecurityDeposit.java (à créer), SecurityDepositService, StripeGateway, EscrowReleaseScheduler (référence), PaymentStatusTransitionService",L,P1
8. Finance & Comptabilité,Sync comptable réelle QuickBooks / Xero / Sage,"QuickBooks/Xero/Sage connectés en OAuth uniquement (Connection + OAuthService, AUCUN service de sync), seul Pennylane a une sync complète (PennylaneAccountingSyncService 313 lignes, push factures)",Intégrations QuickBooks/Xero opérationnelles,Intégrations QuickBooks/Xero solides (point fort),Parite,"Pousser réellement factures, paiements et écritures vers QuickBooks/Xero/Sage comme déjà fait avec Pennylane","Abstraire AccountingSyncProvider (push invoice/payment/journal, mapping comptes) calqué sur PennylaneAccountingSyncService, implémentations QuickBooksAccountingSyncService / XeroAccountingSyncService / SageAccountingSyncService, refresh token OAuth, appels HORS transaction + idempotency (external_invoice_id) + champs de tracking par provider sur Invoice",Tous (FR/MA/KSA),"integration/quickbooks|xero|sage/service (à créer), PennylaneAccountingSyncService (référence), Invoice (champs sync), repositories Connection",L,P1
8. Finance & Comptabilité,Comptabilité multi-devise (EUR/MAD/SAR) consolidée,"Socle présent (ExchangeRate, CurrencyConverterService taux historique, Wallet/Invoice portent currency) mais wallets cloisonnés par devise et reporting non consolidé en devise de référence org",Multi-devise supporté,Multi-devise supporté (point fort),Parite,Tenir la compta et les owner statements dans la devise de la réservation tout en consolidant le reporting dans la devise de l'organisation,"Fixer le taux à la date de transaction sur chaque LedgerEntry (rate + base_amount stockés), consolidation reporting via CurrencyConverterService.convertToBase, comparaisons BigDecimal en compareTo + RoundingMode explicite, gestion écarts de change (gain/perte de change comme écritures dédiées)",Tous (FR/MA/KSA),"model/LedgerEntry.java, CurrencyConverterService, ExchangeRateProviderService, OwnerStatementService, FiscalReportingService",M,P1
8. Finance & Comptabilité,Owner statements (relevés propriétaires),"Socle solide : OwnerStatementService + OwnerStatementDto + LedgerEntry partie double + OwnerPayout, mais pas de relevé périodique PDF formalisé ni de portail propriétaire dédié",Owner statements complets,Owner statements complets (point fort majeur),Parite,"Générer un relevé mensuel propriétaire (revenus, commissions, dépenses, reversements, solde) téléchargeable et accessible en portail","OwnerStatementService génère un PDF iText7 périodique agrégeant les LedgerEntry du wallet OWNER (revenus, commissions, CommissionInvoice, ProviderExpense, OwnerPayout), scheduler mensuel, snapshot immuable du relevé (statement_period verrouillé), exposition portail propriétaire en lecture",Tous (FR/MA/KSA),"OwnerStatementService, OwnerStatementDto, LedgerEntryRepository, InvoicePdfService (référence iText), scheduler",M,P1
8. Finance & Comptabilité,Reversements automatisés multi-rails (payout),Très avancé : 4 rails payout (StripeConnect/Wise/OpenBanking GoCardless/SEPA XML) via PayoutExecutorRegistry + OwnerPayout + OwnerPayoutConfig + PayoutWebhookService,Reversements automatisés (souvent via Stripe Connect),Reversements automatisés (Stripe Connect),Differenciation,"Déclencher les reversements propriétaires automatiquement après libération escrow, sur le rail adapté au pays (SEPA en zone euro, Wise hors zone)","Brancher la sélection du PayoutExecutor sur Country (SEPA/OpenBanking pour FR, Wise/StripeConnect pour MA/KSA), exécution HORS transaction + idempotency, réconciliation via PayoutWebhookService, transitions de statut OwnerPayout par UPDATE conditionnel (anti double-payout)",Tous (FR/MA/KSA),"PayoutExecutorRegistry, OwnerPayout, OwnerPayoutConfig, PayoutWebhookService, model/Country.java",M,P2
8. Finance & Comptabilité,"Paiements locaux régionaux (mada KSA, CMI/Payzone Maroc)","4 rails paiement câblés (Stripe/PayTabs/CMI/Payzone) via PaymentProviderRegistry, mais pas de routage par pays ni de prise en charge explicite du schéma mada",Paiements multiples mais peu de cartes domestiques (mada/CMI),"Paiements multiples (Stripe-centré, peu de rails domestiques MENA)",Differenciation,"Encaisser via les moyens de paiement domestiques attendus localement (mada en Arabie Saoudite, cartes CMI au Maroc) plutôt que Stripe seul","Routage PaymentProviderRegistry par Country.payment_provider (CMI/Payzone pour MA, PayTabs/mada pour KSA, Stripe pour FR), prise en charge du schéma mada côté PayTabs, recalcul serveur systématique du montant (jamais le montant client), validation hash CMI (CmiHashService), idempotency par appel",MA (CMI/Payzone) / KSA (mada via PayTabs),"PaymentProviderRegistry, provider/CmiPaymentProvider, provider/PayTabsPaymentProvider, provider/PayzonePaymentProvider, model/Country.java",M,P2
8. Finance & Comptabilité,TVA par pays différenciée (taux réduit hébergement),"France/Morocco/SaudiTaxCalculator opérationnels (FR taux multiples, MA 20%/10% hébergement, KSA 15% + municipality 5%) pilotés par TaxRule en base","Calcul de taxes basique, pas de taux réduit hébergement par pays",Taxes gérées surtout via intégrations tierces,Differenciation,"Appliquer automatiquement le bon taux de TVA selon le pays et la nature de la prestation (hébergement vs services), y compris le taux réduit hébergement MA 10%","TaxRule par pays/catégorie/date (déjà en place) résolu par FiscalEngine via TaxCalculatorRegistry, ajout des catégories manquantes (ACCOMMODATION vs SERVICE) et dates d'effet, alignement des taux sur les normes (FR 10%/20%, MA 10%/20%, KSA 15%), tests par pays",Tous (FR/MA/KSA),"FiscalEngine, TaxCalculatorRegistry, country/FranceTaxCalculator|MoroccoTaxCalculator|SaudiTaxCalculator, model/TaxRule, TaxRuleRepository",S,P1
8. Finance & Comptabilité,Exports comptables réglementaires multi-pays (FEC + équivalents),"Export FEC (norme DGFiP, format tabulé) opérationnel via AccountingExportService, mais pas d'export normalisé pour MA (DGI) ni KSA (ZATCA audit file)",Pas d'export comptable réglementaire natif,Pas d'export FEC/réglementaire natif,Differenciation,"Fournir à chaque pays son export comptable légal (FEC pour FR, formats DGI/ZATCA pour MA/KSA) sur la base des écritures du ledger partie double","Abstraire AccountingExportProvider par pays (FEC FR déjà fait), générer les exports MA/KSA à partir des LedgerEntry consolidés, export streamé (pas tout en mémoire), horodatage et périmètre org/période, intégrité (totaux débit=crédit) vérifiée avant export",Tous (FR/MA/KSA),"AccountingExportService, AccountingExportController, LedgerEntryRepository, model/Country.java, FiscalReportingService",M,P2
8. Finance & Comptabilité,Recalcul serveur des montants (anti-fraude montant client),"PaymentOrchestrationService + StripePaymentConfirmationService câblés au trust accounting, mais la robustesse du recalcul serveur systématique (jamais confiance au montant client) doit être garantie sur les 4 rails et le checkout public",Non documenté comme garde-fou explicite,Non documenté comme garde-fou explicite,Differenciation,"Garantir que tout encaissement repose sur un montant recalculé côté serveur depuis l'entité métier, le montant client n'étant qu'un cross-check","Centraliser le recalcul depuis Reservation/PriceEngine/estimatedCost avant tout PaymentIntent, rejeter (400) tout écart montant client vs serveur, StripeAmounts.toMinorUnits (HALF_UP) pour la conversion centimes, appliquer la règle uniformément sur Stripe/PayTabs/CMI/Payzone et le checkout public",Tous (FR/MA/KSA),"PaymentOrchestrationService, StripePaymentConfirmationService, StripeAmounts, PaymentProviderRegistry, booking/PublicBookingController",M,P1
8. Finance & Comptabilité,Avoirs / notes de crédit conformes (CREDIT_NOTE) multi-pays,"InvoiceType.CREDIT_NOTE + immuabilité post-ISSUED en place (corrections via avoir uniquement), mais pas de chaînage e-invoicing de l'avoir (Factur-X corrélé, UBL CreditNote ZATCA avec PIH)",Avoirs basiques,Avoirs via intégrations comptables,Parite,"Émettre des avoirs légalement corrélés à la facture d'origine, conformes aux formats e-invoicing de chaque pays","Étendre EInvoicingProvider.render pour CreditNote (référence BillingReference/InvoiceDocumentReference vers la facture d'origine), pour ZATCA inclure l'avoir dans la chaîne PIH (ICV propre), pour Factur-X le type 381, transmission via le même clearance/reporting",Tous (FR/MA/KSA),"InvoiceType, InvoiceGeneratorService, EInvoicingProvider (par pays), ZatcaChainService, Invoice",M,P2
9. Reporting & Analytics,Comparaison periode N vs N-1 (delta affiche) cote backend canonique,"useAnalyticsEngine calcule deja TrendValue (value/previous/growth) et affiche un TrendBadge cote front, mais la voie backend canonique RevenueAnalyticsDto (/api/ai/analytics) n'a aucun champ periode precedente : le delta est une approximation client non opposable",Comparaison N/N-1 native sur les rapports et dashboards,Comparaison periode a periode et YoY native (Analytics + Copilot avril 2026),Parite,"Afficher pour chaque KPI (revenu, ADR, RevPAR, occupation, marge) la valeur courante, la valeur N-1 et le delta % calcules serveur, avec choix du comparatif (periode precedente glissante ou meme periode annee precedente)",Etendre RevenueAnalyticsDto en RevenueAnalyticsDto avec bloc PeriodComparisonDto (current/previous/growth par metrique) ; AiAnalyticsService.getAnalytics relance le calcul sur la periode comparative (from.minus(span) / from.minusYears(1)) en une requete repo ; deplacer le calcul de delta du front (useAnalyticsEngine) vers le service pour une source unique opposable ; BigDecimal compareTo et RoundingMode explicites,Delta exprime dans la devise de reporting de l'org apres consolidation multi-devise ; comparaison annee precedente recalculee dans la timezone de la propriete,"AiAnalyticsService, RevenueAnalyticsDto, PeriodComparisonDto (a creer), AiAnalyticsController, useAnalyticsEngine, AnalyticsGlobalPerformance.tsx",S,P0
9. Reporting & Analytics,Report builder leger (vues sauvegardables + colonnes ad hoc),"Aucun report builder : rapports figes (ReportService genere 4 PDF predefinis financier/intervention/equipe/propriete), dashboards analytics codes en dur, pas de selection de dimensions/metriques ni de sauvegarde de vue",Rapports filtrables et exportables (pas de builder composable complet),"Report builder / dashboards composables natifs (drag widgets, colonnes, filtres sauvegardes)",Parite,"Permettre a l'utilisateur de composer un rapport : choisir dimensions (propriete, canal, periode, pays), metriques (revenu, ADR, RevPAR, occupation, frais, marge), filtres, granularite, puis enregistrer la vue et la reutiliser ; colonnes ad hoc reordonnables","Entite ReportView (org-scopee : nom, dimensions JSONB, metriques, filtres, granularite, owner) + ReportQueryService bornant les champs autorises (whitelist anti-injection) qui traduit la definition en agregation SQL parametree ; controller mince delegue au service ; DTO records, jamais d'entite JPA exposee ; ownership requireSameOrganization a chaque chargement par ID",Dimension pays disponible comme axe de groupement et de filtre ; metriques monetaires consolidees via ExchangeRate dans la devise de reporting choisie,"ReportView (entite + Liquibase), ReportQueryService (a creer), ReportBuilderController (a creer), CurrencyConverterService, module front report-builder (a creer)",L,P0
9. Reporting & Analytics,"Liens de partage de rapports (read-only, bornes)","Aucun partage de rapport : la consultation passe par une session authentifiee, pas de lien public ni d'export programme vers un destinataire externe",Partage / export de rapports,Dashboards et rapports partageables,Parite,"Generer un lien de consultation read-only d'une ReportView (proprietaire, comptable, investisseur) borne dans le temps, revocable, sans exposer le PMS ; optionnellement protege par code","Reutiliser le pattern token public eprouve (cf. livret d'accueil /guide/:token et /sign/{token}) : ShareLink (token UUID, report_view_id, expiry, scope read-only, org) + endpoint public /reports/shared/{token} resolvant la vue sans contexte tenant HTTP (TenantScopedExecutor pour reactiver le filtre Hibernate) ; validation expiry + revocation ; aucune donnee PII non necessaire, masquage via PiiMasker",Rapport partage rendu dans la langue/devise du destinataire (FR/EN/AR) ; RTL pour les destinataires MA/KSA,"ShareLink (entite + Liquibase), SharedReportController (a creer), TenantScopedExecutor, PiiMasker, ReportQueryService",M,P1
